,location,bath,balcony,price,total_sqft_int,bhk
4263,Kadugodi,2.0,1.0,45.0,1100.0,2
4265,Kadugodi,2.0,2.0,78.0,1314.0,2
4266,Kadugodi,3.0,3.0,112.0,1762.0,3
4267,Kadugodi,2.0,3.0,83.0,1314.0,2
4268,Kadugodi,1.0,0.0,40.7,925.0,1
4269,Kadugodi,2.0,2.0,78.0,1351.0,3
4270,Kadugodi,2.0,1.0,50.0,1010.0,2
4271,Kadugodi,4.0,3.0,125.0,1890.0,3
4272,Kadugodi,2.0,2.0,61.0,1152.0,2
4273,Kadugodi,2.0,2.0,56.0,1394.0,2
4274,Kadugodi,3.0,3.0,112.0,1762.0,3
4275,Kadugodi,4.0,3.0,125.0,1890.0,3
4279,Kadugodi,2.0,2.0,44.0,1088.0,2
4280,Kadugodi,2.0,1.0,110.0,1875.0,3
4281,Kadugodi,2.0,2.0,42.0,1150.0,2
4282,Kadugodi,3.0,3.0,109.0,1762.0,3
4283,Kadugodi,2.0,3.0,80.0,1314.0,2
4284,Kadugodi,2.0,3.0,60.0,1196.0,2
4285,others,1.0,0.0,45.0,800.0,2
4286,Kaggadasapura,2.0,2.0,56.0,1280.0,3
4287,Kaggadasapura,2.0,2.0,52.0,1275.0,2
4288,Kaggadasapura,4.0,1.0,100.0,2150.0,4
4289,Kaggadasapura,2.0,3.0,42.0,1150.0,2
4290,Kaggadasapura,2.0,3.0,53.0,1110.0,2
4291,Kaggadasapura,2.0,2.0,48.0,1060.0,2
4293,Kaggadasapura,2.0,2.0,42.0,1063.0,2
4294,Kaggadasapura,2.0,2.0,75.0,1470.0,3
4296,Kaggadasapura,2.0,2.0,48.0,1050.0,2
4297,Kaggadasapura,2.0,2.0,42.0,1132.0,2
4298,Kaggadasapura,2.0,3.0,58.0,1100.0,2
4299,Kaggadasapura,2.0,2.0,50.0,1325.0,2
4300,Kaggadasapura,2.0,2.0,53.0,1200.0,2
4301,Kaggadasapura,2.0,2.0,45.5,1035.0,2
4302,Kaggadasapura,1.0,0.0,50.0,1180.0,2
4303,Kaggadasapura,2.0,2.0,46.0,1140.0,2
4304,Kaggadasapura,3.0,1.0,66.0,1340.0,3
4306,Kaggadasapura,3.0,0.0,75.0,1500.0,3
4307,Kaggadasapura,2.0,3.0,43.0,1215.0,2
4308,Kaggadasapura,2.0,2.0,48.0,1225.0,2
4310,Kaggadasapura,3.0,1.5843757375501535,75.0,1540.0,3
4311,Kaggadasapura,2.0,3.0,45.0,1240.0,2
4312,Kaggadasapura,2.0,3.0,72.0,1560.0,3
4313,Kaggadasapura,2.0,1.0,58.58,1240.0,2
4314,Kaggadasapura,2.0,2.0,43.0,1000.0,2
4315,Kaggadasapura,2.0,2.0,48.0,1225.0,2
4317,Kaggadasapura,2.0,1.0,45.0,960.0,2
4318,Kaggadasapura,2.0,2.0,29.5,775.0,2
4320,Kaggadasapura,3.0,3.0,75.0,1455.0,3
4321,Kaggadasapura,2.0,2.0,55.0,1045.0,2
4323,Kaggadasapura,3.0,3.0,70.0,1654.0,3
4325,Kaggadasapura,2.0,3.0,40.0,1106.0,2
4326,Kaggadasapura,2.0,2.0,70.0,1485.0,3
4327,Kaggadasapura,2.0,2.0,50.0,1175.0,2
4330,Kaggadasapura,2.0,1.0,39.5,1105.0,2
4331,Kaggadasapura,2.0,2.0,75.0,1500.0,3
4332,Kaggadasapura,2.0,2.0,68.0,1400.0,3
4333,Kaggadasapura,2.0,2.0,45.0,1150.0,2
4335,others,1.0,0.0,38.0,700.0,1
4337,others,1.0,0.0,36.0,700.0,1
4338,others,2.0,1.0,48.0,950.0,2
4339,others,2.0,1.0,60.0,1000.0,2
4340,others,2.0,1.0,50.0,950.0,2
4341,others,2.0,1.0,47.0,950.0,2
4342,others,2.0,1.0,62.0,1150.0,3
4343,others,1.0,0.0,35.0,700.0,1
4346,others,2.0,1.0,45.0,950.0,2
4347,others,2.0,1.0,60.0,950.0,2
4348,Kaikondrahalli,3.0,2.0,100.0,1645.0,3
4349,Kaikondrahalli,2.0,2.0,50.0,1115.0,2
4350,Kaikondrahalli,3.0,2.0,56.0,1220.0,3
4351,Kaikondrahalli,2.0,2.0,61.0,1300.0,2
4352,Kaikondrahalli,4.0,1.5843757375501535,108.0,1700.0,4
4353,Kaikondrahalli,3.0,3.0,92.0,1342.0,3
4354,Kaikondrahalli,3.0,3.0,105.0,1605.0,3
4355,Kaikondrahalli,2.0,2.0,81.5,1253.0,2
4356,Kaikondrahalli,2.0,0.0,64.0,991.0,2
4357,Kaikondrahalli,2.0,1.0,78.0,1250.0,2
4358,Kaikondrahalli,6.0,3.0,225.0,3381.0,6
4359,Kalena Agrahara,2.0,2.0,50.0,1200.0,2
4360,Kalena Agrahara,3.0,2.0,120.0,1804.0,3
4361,Kalena Agrahara,2.0,1.0,70.0,1425.0,3
4362,Kalena Agrahara,2.0,2.0,76.0,1325.0,2
4363,Kalena Agrahara,2.0,3.0,85.0,1450.0,3
4364,Kalena Agrahara,2.0,1.0,40.0,980.0,2
4365,Kalena Agrahara,2.0,3.0,52.0,1187.0,2
4366,Kalena Agrahara,2.0,2.0,30.0,800.0,2
4367,Kalena Agrahara,3.0,2.0,78.0,1565.0,3
4368,Kalena Agrahara,1.0,1.0,39.0,610.0,1
4369,Kalena Agrahara,2.0,2.0,45.0,1040.0,2
4370,Kalena Agrahara,3.0,3.0,100.0,1450.0,3
4371,Kalena Agrahara,2.0,2.0,45.0,1200.0,2
4372,Kalena Agrahara,3.0,2.0,89.0,1902.0,3
4373,Kalena Agrahara,2.0,1.0,40.0,800.0,2
4374,Kalena Agrahara,2.0,3.0,48.0,1222.0,2
4375,Kalena Agrahara,2.0,1.0,40.0,900.0,2
4376,Kalena Agrahara,2.0,2.0,95.0,1837.0,3
4377,Kalena Agrahara,3.0,2.0,78.0,1510.0,3
4378,Kalena Agrahara,2.0,2.0,70.0,1354.0,2
4379,Kalena Agrahara,3.0,2.0,70.0,1200.0,2
4380,Kalena Agrahara,2.0,2.0,71.0,1354.0,2
4381,others,2.0,3.0,40.0,856.0,2
4382,others,2.0,2.0,48.0,925.0,2
4383,others,2.0,2.0,51.0,925.0,2
4384,others,2.0,1.0,54.0,1147.0,2
4385,others,2.0,3.0,42.0,925.0,2
4386,others,3.0,3.0,95.0,1850.0,3
4387,others,2.0,1.0,55.0,925.0,2
4388,others,2.0,2.0,50.0,1050.0,2
4389,others,2.0,1.0,53.0,1054.0,2
4390,others,2.0,3.0,65.0,1255.0,2
4391,Kalyan nagar,3.0,2.0,75.0,1375.0,3
4392,Kalyan nagar,2.0,0.0,39.0,820.0,2
4393,Kalyan nagar,5.0,3.0,300.0,3800.0,4
4394,Kalyan nagar,3.0,3.0,88.0,1640.0,3
4396,Kalyan nagar,2.0,2.0,73.0,1080.0,2
4397,Kalyan nagar,3.0,2.0,150.0,2422.0,4
4398,Kalyan nagar,2.0,1.0,48.0,1280.0,2
4400,Kalyan nagar,2.0,1.0,65.0,1198.0,2
4401,Kalyan nagar,2.0,2.0,65.0,1250.0,2
4402,Kalyan nagar,2.0,1.0,60.0,1190.0,2
4403,Kalyan nagar,2.0,2.0,44.5,1086.0,2
4404,Kalyan nagar,4.0,1.0,165.0,2285.0,3
4405,Kalyan nagar,2.0,1.0,70.0,1100.0,2
4406,others,2.0,1.0,75.0,1150.0,2
4407,others,2.0,0.0,60.0,1155.0,3
4408,others,2.0,2.0,85.0,1044.0,2
4409,others,1.0,0.0,30.0,450.0,1
4410,others,6.0,3.0,200.0,2750.0,6
4411,others,2.0,1.0,80.0,1000.0,2
4412,others,2.0,0.0,43.0,700.0,2
4413,others,1.0,1.0,33.0,565.0,1
4414,Kambipura,2.0,1.0,45.0,883.0,2
4415,Kambipura,2.0,1.0,56.0,1082.0,3
4416,Kambipura,2.0,1.0,45.0,883.0,2
4418,Kambipura,2.0,1.0,39.0,883.0,2
4419,Kambipura,2.0,1.0,45.0,883.0,2
4420,Kambipura,2.0,1.0,39.0,883.0,2
4421,Kambipura,2.0,1.0,55.0,1082.0,3
4423,Kambipura,2.0,1.0,37.0,883.0,2
4424,Kambipura,2.0,1.0,44.0,883.0,2
4425,Kambipura,2.0,1.0,37.0,883.0,2
4428,Kambipura,2.0,1.0,39.0,883.0,2
4429,Kambipura,2.0,1.0,37.01,883.0,2
4430,Kambipura,2.0,1.0,39.0,883.0,2
4431,Kambipura,2.0,1.0,45.0,883.0,2
4432,Kambipura,2.0,1.0,39.0,883.0,2
4433,Kambipura,2.0,1.0,55.0,1082.0,3
4434,others,2.0,1.0,51.5,1263.0,2
4435,others,7.0,3.0,110.0,2700.0,6
4436,others,2.0,2.0,55.0,1347.0,3
4437,others,5.0,1.0,140.0,2845.0,5
4438,others,1.0,0.0,59.0,700.0,1
4439,others,2.0,2.0,80.0,1200.0,2
4440,others,2.0,1.0,60.0,1100.0,2
4441,others,1.0,1.0,81.0,1200.0,2
4442,others,4.0,2.0,200.0,2900.0,4
4443,others,3.0,2.0,80.0,1200.0,2
4444,Kammasandra,3.0,2.0,65.0,1595.0,3
4445,Kammasandra,2.0,2.0,24.5,810.0,2
4446,Kammasandra,1.0,0.0,18.41,657.5,1
4447,Kammasandra,2.0,2.0,32.0,1156.0,2
4448,Kammasandra,2.0,1.0,24.0,870.0,2
4449,Kammasandra,2.0,0.0,23.45,1018.0,2
4450,Kammasandra,2.0,1.0,31.5,990.0,2
4452,Kammasandra,2.0,0.0,25.0,930.0,2
4453,Kammasandra,2.0,2.0,25.79,992.0,2
4454,Kammasandra,1.0,2.0,25.75,1030.0,2
4456,Kammasandra,2.0,2.0,37.0,1015.0,2
4458,Kammasandra,2.0,1.0,31.99,1080.0,2
4459,Kammasandra,2.0,2.0,60.0,1415.0,2
4460,Kammasandra,2.0,1.0,35.0,1057.0,2
4461,Kammasandra,2.0,2.0,25.53,982.0,2
4462,Kammasandra,2.0,1.0,40.5,985.0,2
4463,Kammasandra,2.0,2.0,35.0,940.0,2
4465,Kammasandra,1.0,1.0,18.5,610.0,1
4466,others,3.0,1.0,215.0,2479.13,3
4467,others,3.0,0.0,99.0,1365.0,3
4468,others,4.0,1.0,160.0,2274.24,3
4469,others,4.0,2.0,90.0,1600.0,4
4470,Kanakapura,3.0,3.0,75.0,1419.0,3
4471,Kanakapura,1.0,1.0,36.0,711.0,1
4472,Kanakapura,1.0,1.0,38.0,711.0,1
4473,Kanakapura,2.0,1.0,46.0,929.0,2
4474,Kanakapura,1.0,1.0,30.0,551.0,1
4475,Kanakapura,2.0,1.0,42.83,1020.0,2
4476,Kanakapura,3.0,3.0,97.0,1699.0,3
4477,Kanakapura,2.0,1.0,45.2,1130.0,2
4478,Kanakapura,3.0,1.0,75.0,1476.0,3
4479,Kanakapura,2.0,2.0,64.0,1295.0,2
4480,Kanakapura,2.0,1.0,46.39,1160.0,2
4481,Kanakapura,2.0,2.0,55.0,1277.0,2
4482,Kanakapura,2.0,1.0,59.0,1151.0,2
4483,Kanakapura,2.0,1.0,47.0,945.0,2
4484,Kanakapura,2.0,2.0,70.0,1254.0,3
4485,Kanakapura,3.0,1.0,121.0,2200.0,3
4486,Kanakapura,2.0,2.0,65.0,1340.0,2
4488,Kanakapura,3.0,1.0,75.0,1450.0,3
4489,Kanakapura,2.0,1.0,45.2,1130.0,2
4490,Kanakapura,2.0,2.0,68.0,1283.0,2
4491,Kanakapura,4.0,0.0,120.0,2130.0,4
4493,Kanakapura,1.0,1.0,50.0,938.0,1
4494,Kanakapura,1.0,0.0,35.475,825.0,1
4495,Kanakapura,2.0,1.0,70.0,1489.0,3
4496,Kanakapura,2.0,1.0,69.5,1477.0,3
4497,Kanakpura Road,2.0,1.0,36.0,700.0,2
4498,Kanakpura Road,3.0,2.0,88.0,1665.0,3
4499,Kanakpura Road,2.0,1.0,57.0,950.0,2
4500,Kanakpura Road,4.0,1.0,110.0,2250.0,4
4502,Kanakpura Road,1.0,1.0,26.0,525.0,1
4506,Kanakpura Road,1.0,1.0,27.25,525.0,1
4507,Kanakpura Road,2.0,1.0,58.0,1100.0,3
4508,Kanakpura Road,1.0,1.0,30.0,525.0,1
4510,Kanakpura Road,2.0,3.0,75.0,1339.0,2
4511,Kanakpura Road,3.0,2.0,58.0,1100.0,3
4512,Kanakpura Road,1.0,1.0,26.0,525.0,1
4514,Kanakpura Road,3.0,2.0,95.84,1843.0,3
4515,Kanakpura Road,2.0,3.0,74.0,1290.0,2
4517,Kanakpura Road,3.0,2.0,86.58,1665.0,3
4519,Kanakpura Road,2.0,3.0,85.0,1542.0,3
4520,Kanakpura Road,2.0,3.0,69.0,1300.0,3
4526,Kanakpura Road,2.0,2.0,90.0,1495.0,2
4529,Kanakpura Road,3.0,1.5843757375501535,92.0,1560.0,3
4532,Kanakpura Road,2.0,2.0,75.0,1420.0,3
4534,Kanakpura Road,1.0,0.0,36.29,825.0,1
4535,Kanakpura Road,2.0,1.0,50.6,983.0,2
4540,Kanakpura Road,3.0,2.0,95.84,1843.0,3
4541,Kanakpura Road,3.0,2.0,97.0,1500.0,3
4543,Kanakpura Road,3.0,1.0,76.85,1366.0,2
4545,Kanakpura Road,1.0,1.0,25.0,525.0,1
4547,Kanakpura Road,3.0,2.0,136.0,2265.0,3
4552,Kanakpura Road,3.0,2.0,130.0,2200.0,3
4553,Kanakpura Road,1.0,1.0,30.0,525.0,1
4555,Kanakpura Road,2.0,2.0,56.74,1051.0,2
4556,Kanakpura Road,1.0,1.0,30.0,525.0,1
4561,Kanakpura Road,3.0,2.0,69.0,1300.0,3
4562,Kanakpura Road,2.0,1.0,40.0,700.0,2
4563,Kanakpura Road,1.0,0.0,19.695,458.0,1
4564,Kanakpura Road,3.0,3.0,88.0,1700.0,3
4567,Kanakpura Road,3.0,1.0,165.0,2775.0,4
4568,Kanakpura Road,3.0,1.0,99.0,1900.0,3
4569,Kanakpura Road,2.0,3.0,80.0,1290.0,2
4574,Kanakpura Road,3.0,2.0,113.0,1868.0,3
4576,Kanakpura Road,2.0,1.0,83.0,1366.0,2
4577,Kanakpura Road,2.0,1.0,40.0,700.0,2
4579,Kanakpura Road,2.0,2.0,71.5,1339.0,2
4581,Kanakpura Road,1.0,1.0,35.0,670.0,1
4588,Kanakpura Road,1.0,1.0,30.0,525.0,1
4591,Kanakpura Road,3.0,2.0,95.0,1498.0,3
4592,Kanakpura Road,3.0,2.0,86.91,1665.0,3
4593,Kanakpura Road,3.0,2.0,86.58,1665.0,3
4594,Kanakpura Road,1.0,1.0,38.44,712.0,1
4598,Kanakpura Road,2.0,3.0,95.0,1507.0,3
4602,Kanakpura Road,2.0,2.0,85.0,1339.0,2
4603,Kanakpura Road,1.0,1.0,27.0,525.0,1
4604,Kanakpura Road,1.0,1.0,27.5,525.0,1
4606,Kanakpura Road,1.0,1.0,26.25,525.0,1
4608,Kanakpura Road,1.0,1.0,26.0,525.0,1
4609,Kanakpura Road,2.0,1.0,59.0,1050.0,3
4610,Kanakpura Road,3.0,3.0,90.0,1600.0,3
4614,Kanakpura Road,3.0,2.0,56.57,1100.0,3
4617,Kanakpura Road,3.0,2.0,96.2,1843.0,3
4621,Kanakpura Road,2.0,2.0,65.0,1240.0,2
4625,Kanakpura Road,2.0,1.0,41.0,700.0,2
4629,Kanakpura Road,1.0,1.0,41.0,700.0,2
4631,Kanakpura Road,3.0,1.0,58.0,1100.0,3
4632,Kanakpura Road,2.0,1.0,65.0,1140.0,2
4634,Kanakpura Road,2.0,1.0,40.0,700.0,2
4637,Kanakpura Road,1.0,1.0,26.01,525.0,1
4640,Kanakpura Road,2.0,3.0,70.0,1322.0,2
4641,Kanakpura Road,2.0,1.0,105.0,1698.0,2
4642,Kanakpura Road,3.0,2.0,69.0,1300.0,3
4643,Kanakpura Road,3.0,1.0,69.0,1300.0,3
4645,Kanakpura Road,2.0,1.0,63.0,1167.0,2
4649,Kanakpura Road,3.0,1.0,69.0,1300.0,3
4654,Kanakpura Road,2.0,2.0,78.0,1430.0,2
4655,Kanakpura Road,2.0,1.0,36.0,700.0,2
4659,Kanakpura Road,3.0,2.0,58.0,1100.0,3
4664,Kanakpura Road,2.0,3.0,69.0,1300.0,3
4665,Kanakpura Road,3.0,3.0,105.0,2000.0,3
4666,Kanakpura Road,2.0,0.0,62.0,1200.0,2
4668,Kanakpura Road,3.0,2.0,95.0,1843.0,3
4671,Kanakpura Road,2.0,1.0,46.29,900.0,2
4672,Kanakpura Road,1.0,1.0,37.32,850.0,1
4674,Kanakpura Road,1.0,1.0,30.0,525.0,1
4675,Kanakpura Road,3.0,3.0,105.0,1938.0,3
4676,Kanakpura Road,3.0,2.0,96.2,1843.0,3
4677,Kanakpura Road,1.0,1.0,26.0,525.0,1
4681,Kanakpura Road,2.0,2.0,36.0,700.0,2
4682,Kanakpura Road,3.0,1.5843757375501535,95.0,1622.0,3
4687,Kannamangala,2.0,1.0,58.0,957.0,2
4688,Kannamangala,2.0,1.0,56.0,957.0,2
4689,Kannamangala,4.0,0.0,200.0,3000.0,4
4690,Kannamangala,3.0,1.0,89.0,1536.0,3
4691,Kannamangala,4.0,1.0,130.0,2400.0,4
4692,Kannamangala,3.0,1.0,93.34,1574.0,3
4693,Kannamangala,2.0,0.0,52.5,957.0,2
4694,Kannamangala,3.0,1.0,104.0,1536.0,3
4695,Kannamangala,2.0,2.0,54.5,957.0,2
4696,Kannamangala,4.0,3.0,135.0,2422.0,4
4697,Kannamangala,2.0,1.0,55.0,957.0,2
4698,Kannamangala,2.0,2.0,56.0,957.0,2
4699,others,3.0,2.0,180.0,2500.0,3
4700,others,3.0,2.0,190.0,2500.0,3
4701,others,3.0,2.0,175.0,1962.0,3
4702,others,2.0,1.0,65.0,1057.0,2
4703,others,2.0,1.0,98.0,1354.0,3
4704,others,3.0,3.0,115.0,1945.0,3
4705,others,3.0,2.0,165.0,1960.0,3
4706,Kasavanhalli,2.0,2.0,58.06,1060.0,2
4707,Kasavanhalli,3.0,1.0,105.0,1563.05,3
4708,Kasavanhalli,3.0,3.0,99.0,1717.0,3
4710,Kasavanhalli,4.0,1.0,240.0,3260.0,4
4711,Kasavanhalli,2.0,2.0,78.0,1349.0,2
4712,Kasavanhalli,2.0,2.0,78.0,1121.0,2
4713,Kasavanhalli,2.0,1.0,50.0,1100.0,2
4715,Kasavanhalli,2.0,1.0,78.0,1200.0,2
4718,Kasavanhalli,3.0,0.0,89.0,1476.0,3
4720,Kasavanhalli,2.0,2.0,50.0,1200.0,2
4721,Kasavanhalli,3.0,2.0,116.0,1719.0,3
4722,Kasavanhalli,2.0,2.0,50.0,1115.0,2
4723,Kasavanhalli,2.0,1.0,61.2,1125.0,2
4724,Kasavanhalli,3.0,2.0,151.0,2170.0,3
4727,Kasavanhalli,3.0,1.0,95.0,1476.0,3
4728,Kasavanhalli,2.0,1.0,50.3,1200.0,2
4730,Kasavanhalli,3.0,2.0,123.0,1787.0,3
4731,Kasavanhalli,2.0,2.0,59.8,1090.0,2
4732,Kasavanhalli,3.0,2.0,104.0,1691.0,3
4733,Kasavanhalli,4.0,3.0,272.0,4260.0,4
4734,Kasavanhalli,4.0,3.0,120.0,2111.0,3
4736,Kasavanhalli,2.0,1.0,39.0,950.0,2
4737,Kasavanhalli,2.0,2.0,42.0,1105.0,2
4742,Kasavanhalli,1.0,1.0,43.82,770.0,1
4743,Kasavanhalli,2.0,1.0,60.0,1147.0,2
4744,Kasavanhalli,2.0,2.0,72.0,1375.0,2
4746,Kasavanhalli,2.0,2.0,60.0,1200.0,2
4747,Kasavanhalli,4.0,2.0,333.0,4260.0,4
4748,Kasavanhalli,2.0,2.0,83.0,1495.0,2
4749,Kasavanhalli,4.0,2.0,325.0,4000.0,4
4750,Kasavanhalli,2.0,1.0,69.0,1225.0,3
4751,Kasavanhalli,3.0,2.0,132.0,1917.0,3
4752,Kasavanhalli,2.0,1.0,78.0,1375.0,2
4753,Kasavanhalli,4.0,2.0,344.0,4408.0,4
4754,Kasavanhalli,2.0,2.0,95.0,1309.0,2
4755,Kasavanhalli,3.0,0.0,105.0,1476.0,3
4756,Kasavanhalli,2.0,2.0,67.0,1158.0,2
4757,Kasavanhalli,2.0,3.0,67.0,1214.0,2
4758,Kasavanhalli,4.0,3.0,120.0,2110.0,3
4759,Kasavanhalli,2.0,2.0,110.0,1495.0,2
4760,Kasavanhalli,2.0,3.0,85.0,1575.0,2
4761,Kasavanhalli,2.0,2.0,55.0,1069.0,2
4762,Kasavanhalli,2.0,1.0,68.0,1100.0,2
4763,Kasavanhalli,3.0,3.0,112.0,1715.0,3
4764,Kasavanhalli,2.0,1.0,65.0,1100.0,2
4765,Kasavanhalli,2.0,2.0,66.25,1230.0,2
4768,Kasavanhalli,2.0,2.0,90.0,1585.0,2
4769,Kasavanhalli,2.0,2.0,80.0,1245.0,2
4770,Kasavanhalli,3.0,2.0,142.0,2035.0,3
4771,Kasavanhalli,3.0,1.0,110.0,1747.0,3
4772,Kasavanhalli,2.0,2.0,80.0,1377.0,2
4773,Kasavanhalli,2.0,1.0,61.0,1181.0,2
4774,Kasavanhalli,2.0,2.0,75.0,1121.0,2
4775,others,2.0,2.0,50.0,1200.0,2
4776,others,3.0,1.5843757375501535,125.0,1925.0,3
4777,others,2.0,2.0,92.0,1567.0,2
4778,others,3.0,2.0,88.5,1565.0,3
4779,others,2.0,2.0,65.0,1101.0,2
4780,others,3.0,1.0,125.0,1896.0,4
4781,others,2.0,0.0,58.0,1000.0,2
4782,others,2.0,2.0,66.0,1101.0,2
4783,others,4.0,2.0,155.0,2507.0,4
4784,Kathriguppe,2.0,2.0,77.0,1400.0,3
4785,Kathriguppe,2.0,1.0,68.75,1250.0,3
4786,Kathriguppe,2.0,2.0,68.48,1245.0,3
4787,Kathriguppe,2.0,1.0,87.01,1350.0,3
4788,Kathriguppe,2.0,2.0,80.99,1350.0,3
4789,Kathriguppe,2.0,2.0,75.08,1365.0,3
4790,Kathriguppe,3.0,2.0,77.99,1300.0,3
4791,Kathriguppe,2.0,1.0,80.99,1350.0,3
4792,Kathriguppe,2.0,2.0,76.45,1390.0,3
4793,Kathriguppe,3.0,3.0,78.3,1350.0,3
4794,Kathriguppe,2.0,2.0,68.75,1250.0,3
4795,Kathriguppe,3.0,2.0,77.99,1300.0,3
4796,Kathriguppe,2.0,3.0,73.43,1335.0,3
4797,Kathriguppe,3.0,2.0,77.99,1300.0,3
4798,Kathriguppe,3.0,3.0,77.99,1300.0,3
4799,Kathriguppe,2.0,2.0,73.43,1335.0,3
4800,Kathriguppe,3.0,2.0,80.99,1350.0,3
4801,Kathriguppe,2.0,1.0,68.75,1250.0,2
4802,Kathriguppe,3.0,2.0,80.99,1350.0,3
4803,others,7.0,1.5843757375501535,140.0,4100.0,7
4804,others,7.0,2.0,125.0,2800.0,7
4805,others,2.0,2.0,47.0,1062.0,2
4806,others,1.0,0.0,70.0,1200.0,2
4807,Kaval Byrasandra,2.0,2.0,52.0,1200.0,2
4808,Kaval Byrasandra,2.0,1.0,52.0,1020.0,2
4809,Kaval Byrasandra,2.0,1.0,49.5,1200.0,2
4810,Kaval Byrasandra,2.0,2.0,50.0,945.0,2
4811,Kaval Byrasandra,2.0,2.0,45.0,1060.0,2
4812,Kaval Byrasandra,2.0,1.0,46.0,1100.0,2
4813,Kaval Byrasandra,2.0,1.0,49.0,1185.0,2
4814,Kaval Byrasandra,2.0,3.0,53.0,997.0,2
4815,Kaval Byrasandra,2.0,2.0,42.0,1060.0,2
4816,Kaval Byrasandra,1.0,1.0,25.0,480.0,1
4817,Kaval Byrasandra,2.0,1.0,41.5,1125.0,2
4818,Kaval Byrasandra,2.0,2.0,60.0,1180.0,2
4819,Kaval Byrasandra,3.0,2.0,75.0,1450.0,3
4820,Kaval Byrasandra,2.0,3.0,55.0,1066.0,2
4821,Kaval Byrasandra,2.0,1.0,60.0,1025.0,2
4822,Kaval Byrasandra,3.0,2.0,75.0,1400.0,3
4823,others,2.0,2.0,68.0,1269.72,2
4824,others,2.0,3.0,70.0,1265.0,2
4825,others,2.0,1.0,59.0,1012.0,2
4826,others,2.0,1.0,68.0,1250.0,2
4827,others,3.0,3.0,85.0,1540.0,3
4828,others,2.0,1.0,65.0,1220.0,2
4829,others,4.0,2.0,215.0,3535.0,4
4830,others,3.0,3.0,155.0,1900.0,3
4831,others,5.0,2.0,225.0,4200.0,5
4832,others,2.0,2.0,58.0,1015.0,2
4833,others,2.0,2.0,58.0,1150.0,2
4834,others,2.0,2.0,69.0,1280.0,3
4835,others,2.0,2.0,73.0,1410.0,3
4836,others,1.0,1.0,45.0,870.0,2
4837,others,2.0,2.0,60.0,1150.0,2
4838,others,1.0,1.0,35.0,700.0,1
4839,others,2.0,2.0,52.0,1060.0,2
4840,others,2.0,2.0,57.0,1150.0,2
4841,others,3.0,1.5843757375501535,100.0,1720.0,3
4843,Kengeri,2.0,1.0,38.0,750.0,2
4846,Kengeri,2.0,0.0,58.0,1200.0,2
4850,Kengeri,2.0,2.0,57.0,1025.0,2
4852,Kengeri,2.0,1.0,49.0,1082.0,3
4855,Kengeri,2.0,1.0,36.0,750.0,2
4858,Kengeri,2.0,1.0,35.0,726.0,2
4859,Kengeri,1.0,1.0,19.5,416.0,1
4860,Kengeri,2.0,2.0,45.0,900.0,2
4863,Kengeri,1.0,1.0,25.0,502.0,1
4865,Kengeri,3.0,1.0,67.0,1200.0,3
4867,Kengeri,1.0,1.0,17.0,500.0,1
4868,Kengeri,1.0,1.0,22.5,540.0,1
4869,Kengeri,2.0,1.0,35.5,750.0,2
4870,Kengeri,3.0,2.0,80.0,1741.0,3
4872,Kengeri,2.0,0.0,58.0,1200.0,2
4875,Kengeri,2.0,1.0,36.5,750.0,2
4877,Kengeri,1.0,1.0,18.0,416.0,1
4879,Kengeri,2.0,0.0,49.0,883.0,2
4880,Kengeri,2.0,2.0,51.0,1052.0,2
4881,Kengeri,2.0,2.0,63.0,1220.0,2
4882,Kengeri,1.0,0.0,52.0,1150.0,1
4883,Kengeri,2.0,2.0,53.5,1192.0,2
4885,Kengeri,2.0,1.0,40.0,750.0,2
4886,Kengeri,1.0,1.0,35.0,600.0,1
4887,Kengeri,2.0,1.0,51.5,1035.0,2
4888,Kengeri,5.0,1.5843757375501535,130.0,3000.0,8
4889,Kengeri,1.0,1.0,15.0,410.0,1
4890,Kengeri,1.0,1.0,17.19,416.0,1
4893,Kengeri,4.0,3.0,100.0,2500.0,5
4894,others,2.0,0.0,42.0,1082.0,3
4895,others,1.0,0.0,95.0,1840.0,2
4896,Kengeri Satellite Town,2.0,1.0,35.0,890.0,2
4897,Kengeri Satellite Town,2.0,1.0,45.0,883.0,2
4898,Kengeri Satellite Town,2.0,3.0,66.0,1415.0,3
4899,Kengeri Satellite Town,1.0,1.0,30.0,930.0,1
4900,Kengeri Satellite Town,2.0,1.5843757375501535,78.0,1635.0,3
4901,Kengeri Satellite Town,2.0,2.0,43.0,1050.0,2
4902,Kengeri Satellite Town,2.0,3.0,42.0,1007.0,2
4903,Kengeri Satellite Town,2.0,1.0,26.0,818.0,2
4904,Kengeri Satellite Town,2.0,2.0,50.0,1030.0,2
4905,Kengeri Satellite Town,2.0,2.0,32.0,795.0,2
4906,Kengeri Satellite Town,2.0,0.0,44.285,1302.5,2
4907,Kengeri Satellite Town,2.0,1.0,40.0,800.0,2
4908,Kengeri Satellite Town,1.0,1.0,22.0,654.0,1
4909,Kengeri Satellite Town,2.0,3.0,42.0,1060.0,2
4910,Kengeri Satellite Town,2.0,1.0,33.0,750.0,2
4911,Kengeri Satellite Town,2.0,3.0,39.0,920.0,2
4912,Kengeri Satellite Town,2.0,2.0,42.0,985.0,2
4913,Kengeri Satellite Town,1.0,1.0,15.0,410.0,1
4914,Kengeri Satellite Town,2.0,2.0,49.0,1120.0,2
